Date,Open,High,Low,Close,Adj Close,Volume
5/29/85,1300.959961,1308.359985,1292.790039,1302.97998,1302.97998,8880000
5/30/85,1306.449951,1314.180054,1293.910034,1305.780029,1305.780029,14740000
5/31/85,1302.76001,1320.790039,1298.719971,1315.410034,1315.410034,12190000
6/3/85,1321.23999,1325.040039,1304.209961,1310.930054,1310.930054,10830000
6/4/85,1310.599976,1321.23999,1304.439941,1315.300049,1315.300049,9450000
6/5/85,1320.560059,1331.77002,1312.609985,1320.560059,1320.560059,14320000
6/6/85,1317.199951,1330.530029,1311.939941,1327.280029,1327.280029,9770000
6/7/85,1329.640015,1331.98999,1312.949951,1316.420044,1316.420044,8590000
6/10/85,1314.290039,1322.579956,1307.23999,1318.439941,1318.439941,6120000
6/11/85,1319,1323.810059,1308.02002,1313.839966,1313.839966,8020000
6/12/85,1312.050049,1318.209961,1300.73999,1306.339966,1306.339966,9550000
6/13/85,1302.199951,1308.130005,1285.390015,1290.099976,1290.099976,13310000
6/14/85,1297.380005,1305.439941,1288.880005,1300.959961,1300.959961,9220000
6/17/85,1298.949951,1303.98999,1288.75,1298.390015,1298.390015,7280000
6/18/85,1299.400024,1312.390015,1293.680054,1304.77002,1304.77002,10900000
6/19/85,1304.77002,1312.719971,1293.569946,1297.380005,1297.380005,11310000
6/20/85,1296.709961,1305.439941,1287.75,1299.72998,1299.72998,7780000
6/21/85,1297.27002,1326.050049,1293.790039,1324.47998,1324.47998,15770000
6/24/85,1315.079956,1326.719971,1307.800049,1320.560059,1320.560059,10100000
6/25/85,1322.689941,1338.819946,1314.069946,1323.030029,1323.030029,14050000
6/26/85,1320.680054,1329.189941,1314.73999,1323.810059,1323.810059,10060000
6/27/85,1325.939941,1338.709961,1321.800049,1332.209961,1332.209961,9760000
6/28/85,1334.119995,1341.170044,1326.160034,1335.459961,1335.459961,9150000
7/1/85,1334.01001,1342.180054,1322.579956,1337.140015,1337.140015,7880000
7/2/85,1335.459961,1343.75,1329.189941,1334.01001,1334.01001,9170000
7/3/85,1331.77002,1337.589966,1320.22998,1326.390015,1326.390015,9030000
7/5/85,1328.290039,1340.609985,1324.930054,1334.449951,1334.449951,6000000
7/8/85,1330.420044,1336.469971,1318.880005,1328.410034,1328.410034,7050000
7/9/85,1324.599976,1333.670044,1313.400024,1321.910034,1321.910034,9400000
7/10/85,1320.900024,1336.810059,1315.300049,1332.890015,1332.890015,10060000
7/11/85,1333.219971,1343.640015,1326.160034,1337.699951,1337.699951,10170000
7/12/85,1336.130005,1345.98999,1326.390015,1338.599976,1338.599976,11060000
7/15/85,1333.890015,1347.670044,1326.949951,1335.459961,1335.459961,10970000
7/16/85,1336.579956,1351.930054,1331.540039,1347.890015,1347.890015,12980000
7/17/85,1354.609985,1365.930054,1346.209961,1357.969971,1357.969971,15510000
7/18/85,1352.26001,1363.26001,1345.319946,1350.920044,1350.920044,12590000
7/19/85,1351.030029,1363.349976,1346.439941,1359.540039,1359.540039,10810000
7/22/85,1356.180054,1362.119995,1346.890015,1357.640015,1357.640015,8790000
7/23/85,1357.079956,1372.199951,1344.76001,1351.810059,1351.810059,18070000
7/24/85,1349.800049,1359.209961,1335.689941,1348.900024,1348.900024,12860000
7/25/85,1349.130005,1359.880005,1338.599976,1353.609985,1353.609985,11870000
7/26/85,1352.26001,1365.589966,1345.209961,1357.079956,1357.079956,10820000
7/29/85,1354.280029,1358.089966,1338.930054,1343.859985,1343.859985,8560000
7/30/85,1340.390015,1352.599976,1334.900024,1346.099976,1346.099976,10790000
7/31/85,1347.890015,1357.410034,1340.050049,1347.449951,1347.449951,10690000
8/1/85,1350.02002,1361.900024,1342.969971,1355.619995,1355.619995,9840000
8/2/85,1354.280029,1360.099976,1345.430054,1353.050049,1353.050049,6220000
8/5/85,1348.569946,1352.709961,1336.920044,1346.890015,1346.890015,6640000
8/6/85,1345.880005,1350.02002,1322.920044,1325.160034,1325.160034,9710000
8/7/85,1320.790039,1331.209961,1316.310059,1325.040039,1325.040039,7260000
8/8/85,1324.709961,1334.790039,1318.319946,1329.859985,1329.859985,8480000
8/9/85,1328.849976,1331.880005,1317.650024,1320.790039,1320.790039,7430000
8/12/85,1318.77002,1324.369995,1309.140015,1314.290039,1314.290039,7200000
8/13/85,1314.630005,1325.48999,1303.650024,1315.300049,1315.300049,7200000
8/14/85,1318.550049,1326.050049,1311.380005,1316.97998,1316.97998,7120000
8/15/85,1318.439941,1324.709961,1308.130005,1317.76001,1317.76001,7550000
8/16/85,1312.609985,1321.569946,1305.890015,1312.719971,1312.719971,10380000
8/19/85,1312.050049,1319.219971,1307.569946,1312.5,1312.5,6070000
8/20/85,1315.969971,1328.069946,1311.829956,1323.699951,1323.699951,9120000
8/21/85,1323.920044,1333.670044,1319.109985,1329.530029,1329.530029,7180000
8/22/85,1330.420044,1334.680054,1313.51001,1318.099976,1318.099976,8260000
8/23/85,1316.420044,1322.920044,1310.47998,1318.319946,1318.319946,6090000
8/26/85,1316.640015,1324.26001,1309.810059,1317.650024,1317.650024,5160000
8/27/85,1321.23999,1328.630005,1315.189941,1322.469971,1322.469971,6750000
8/28/85,1322.920044,1334.790039,1316.97998,1331.089966,1331.089966,12840000
8/29/85,1331.209961,1340.050049,1325.160034,1335.130005,1335.130005,10400000
8/30/85,1335.459961,1342.410034,1325.27002,1334.01001,1334.01001,9110000
9/3/85,1333.670044,1337.140015,1322.800049,1329.189941,1329.189941,8070000
9/4/85,1329.079956,1334.119995,1318.209961,1326.719971,1326.719971,8610000
9/5/85,1326.390015,1333,1318.660034,1325.829956,1325.829956,8250000
9/6/85,1327.170044,1341.400024,1323.920044,1335.689941,1335.689941,8900000
9/9/85,1335.130005,1348.22998,1326.609985,1339.27002,1339.27002,8680000
9/10/85,1337.930054,1346.550049,1324.819946,1333.449951,1333.449951,10140000
9/11/85,1330.199951,1334.01001,1314.849976,1319.439941,1319.439941,8070000
9/12/85,1317.430054,1327.400024,1307.01001,1312.390015,1312.390015,9940000
9/13/85,1314.959961,1320.119995,1296.709961,1307.680054,1307.680054,10130000
9/16/85,1307.349976,1315.75,1301.079956,1309.140015,1309.140015,7020000
9/17/85,1308.579956,1314.52002,1291.219971,1298.160034,1298.160034,10270000
9/18/85,1295.25,1307.569946,1283.709961,1300.400024,1300.400024,11930000
9/19/85,1298.839966,1312.949951,1291.219971,1306.790039,1306.790039,10130000
9/20/85,1306.339966,1313.400024,1294.469971,1297.939941,1297.939941,11020000
9/23/85,1313.959961,1323.589966,1305.780029,1316.310059,1316.310059,17580000
9/24/85,1314.73999,1334.569946,1301.859985,1321.119995,1321.119995,11040000
9/25/85,1323.47998,1330.199951,1306,1312.050049,1312.050049,12280000
9/26/85,1310.599976,1325.27002,1301.969971,1320.790039,1320.790039,12880000
9/30/85,1330.089966,1336.810059,1318.550049,1328.630005,1328.630005,12020000
10/1/85,1329.640015,1343.969971,1323.47998,1340.949951,1340.949951,15600000
10/2/85,1343.410034,1351.589966,1327.959961,1333.670044,1333.670044,12580000
10/3/85,1332.209961,1345.430054,1323.810059,1333.109985,1333.109985,10700000
10/4/85,1330.089966,1335.01001,1321.119995,1328.73999,1328.73999,8830000
10/7/85,1326.050049,1335.910034,1315.189941,1324.369995,1324.369995,9300000
10/8/85,1325.040039,1333.890015,1316.199951,1325.48999,1325.48999,7620000
10/9/85,1324.47998,1336.810059,1320.22998,1326.719971,1326.719971,7500000
10/10/85,1325.599976,1333.329956,1318.439941,1328.069946,1328.069946,6010000
10/11/85,1328.290039,1343.410034,1323.699951,1339.939941,1339.939941,9210000
10/14/85,1340.390015,1356.180054,1336.579956,1354.72998,1354.72998,8640000
10/15/85,1356.73999,1364.140015,1343.530029,1350.810059,1350.810059,13530000
10/16/85,1351.930054,1371.300049,1346.209961,1368.5,1368.5,13400000
10/17/85,1366.939941,1378.359985,1356.849976,1369.290039,1369.290039,13980000
10/18/85,1368.839966,1383.400024,1358.869995,1368.839966,1368.839966,12670000
10/21/85,1367.050049,1375.670044,1357.75,1364.140015,1364.140015,7800000
10/22/85,1364.25,1374.660034,1356.180054,1364.359985,1364.359985,9230000
10/23/85,1364.469971,1373.430054,1357.079956,1367.160034,1367.160034,10770000
10/24/85,1367.380005,1374.550049,1355.290039,1362.339966,1362.339966,12230000
10/25/85,1360.099976,1366.709961,1351.589966,1356.52002,1356.52002,11960000
10/28/85,1353.050049,1364.02002,1346.550049,1359.98999,1359.98999,10710000
10/29/85,1361.780029,1377.689941,1356.180054,1368.72998,1368.72998,12310000
10/30/85,1373.050049,1384.630005,1361.01001,1375.569946,1375.569946,15150000
10/31/85,1375.459961,1383.599976,1362.609985,1374.310059,1374.310059,13330000
11/1/85,1372.130005,1393.579956,1367.780029,1390.25,1390.25,13930000
11/4/85,1388.069946,1398.51001,1377.060059,1389.680054,1389.680054,11580000
11/5/85,1386.810059,1402.52002,1380.280029,1396.670044,1396.670044,13870000
11/6/85,1398.390015,1411.01001,1386.469971,1403.439941,1403.439941,14980000
11/7/85,1400.109985,1410.109985,1389.910034,1399.540039,1399.540039,14160000
11/8/85,1397.939941,1410.439941,1391.060059,1404.359985,1404.359985,11500000
11/11/85,1405.72998,1432.569946,1402.410034,1431.880005,1431.880005,17030000
11/12/85,1431.079956,1446.099976,1421.099976,1433.599976,1433.599976,19860000
11/13/85,1432.680054,1439.790039,1419.380005,1427.75,1427.75,10740000
11/14/85,1425.689941,1443.810059,1420.640015,1439.219971,1439.219971,12710000
11/15/85,1435.780029,1450.569946,1425.689941,1435.089966,1435.089966,16310000
11/18/85,1433.26001,1447.25,1422.25,1440.02002,1440.02002,12790000
11/19/85,1444.719971,1452.180054,1430.050049,1438.98999,1438.98999,14000000
11/20/85,1440.369995,1451.48999,1429.23999,1439.219971,1439.219971,17360000
11/21/85,1445.300049,1466.060059,1439.790039,1462.27002,1462.27002,20310000
11/22/85,1460.780029,1475.569946,1451.609985,1464.329956,1464.329956,15890000
11/25/85,1462.839966,1467.089966,1449.430054,1456.650024,1456.650024,11070000
11/26/85,1456.540039,1470.069946,1447.25,1456.77002,1456.77002,20920000
11/27/85,1460.439941,1483.829956,1454.01001,1475.689941,1475.689941,23580000
11/29/85,1480.280029,1486.930054,1463.98999,1472.130005,1472.130005,10990000
12/2/85,1471.329956,1476.26001,1451.26001,1457.910034,1457.910034,10620000
12/3/85,1455.050049,1466.400024,1450.339966,1459.060059,1459.060059,9620000
12/4/85,1463.76001,1488.76001,1457.449951,1484.400024,1484.400024,17420000
12/5/85,1490.369995,1504.01001,1477.97998,1482.910034,1482.910034,19850000
12/6/85,1476.719971,1488.300049,1464.790039,1477.180054,1477.180054,15140000
12/9/85,1483.939941,1504.130005,1478.099976,1497.02002,1497.02002,21060000
12/10/85,1498.849976,1514.910034,1483.939941,1499.199951,1499.199951,25800000
12/11/85,1498.170044,1520.300049,1492.089966,1511.699951,1511.699951,25490000
12/12/85,1512.040039,1523.51001,1496.790039,1511.23999,1511.23999,23580000
12/13/85,1515.47998,1546.439941,1502.75,1535.209961,1535.209961,22730000
12/16/85,1538.300049,1570.869995,1528.900024,1553.099976,1553.099976,22700000
12/17/85,1556.880005,1568.810059,1536.349976,1544.5,1544.5,20390000
12/18/85,1543.119995,1560.439941,1528.439941,1542.430054,1542.430054,20280000
12/19/85,1540.369995,1552.97998,1532,1543.920044,1543.920044,16160000
12/20/85,1548.73999,1564.560059,1535.670044,1543,1543,23510000
12/23/85,1539.219971,1547.819946,1516.630005,1528.780029,1528.780029,15970000
12/24/85,1526.380005,1532.449951,1508.829956,1519.150024,1519.150024,9740000
12/26/85,1520.76001,1532.569946,1514.680054,1526.48999,1526.48999,6770000
12/27/85,1530.160034,1548.849976,1527.290039,1543,1543,9910000
12/30/85,1546.099976,1557.339966,1534.97998,1550.459961,1550.459961,11450000
12/31/85,1552.290039,1562.839966,1537.5,1546.670044,1546.670044,13630000
1/2/86,1546.219971,1551.949951,1523.73999,1537.72998,1537.72998,10660000
1/3/86,1540.02002,1557.109985,1534.97998,1549.199951,1549.199951,10460000
1/6/86,1550,1557,1537.040039,1547.589966,1547.589966,11000000
1/7/86,1552.060059,1573.73999,1544.5,1565.709961,1565.709961,15170000
1/8/86,1570.98999,1578.099976,1516.630005,1526.609985,1526.609985,20630000
1/9/86,1516.060059,1530.849976,1495.640015,1518.22998,1518.22998,21010000
1/10/86,1520.76001,1530.959961,1500.569946,1513.530029,1513.530029,12520000
1/13/86,1511.930054,1526.829956,1502.290039,1520.530029,1520.530029,13130000
1/14/86,1526.380005,1530.619995,1508.030029,1519.040039,1519.040039,11790000
1/15/86,1519.839966,1535.319946,1512.959961,1527.290039,1527.290039,11290000
1/16/86,1531.079956,1547.709961,1517.089966,1541.630005,1541.630005,16920000
1/17/86,1541.170044,1552.52002,1519.719971,1536.699951,1536.699951,17010000
1/20/86,1530.849976,1536.01001,1516.859985,1529.130005,1529.130005,8140000
1/21/86,1530.390015,1535.890015,1502.869995,1514.449951,1514.449951,13570000
1/22/86,1513.420044,1525.569946,1494.839966,1502.290039,1502.290039,12970000
1/23/86,1500.339966,1519.390015,1491.73999,1511.23999,1511.23999,14150000
1/24/86,1517.430054,1537.390015,1507.680054,1529.930054,1529.930054,13790000
1/27/86,1536.579956,1548.170044,1524.430054,1537.609985,1537.609985,11430000
1/28/86,1540.369995,1561.349976,1530.5,1556.420044,1556.420044,16080000
1/29/86,1558.140015,1578.099976,1548.050049,1558.939941,1558.939941,18090000
1/30/86,1558.369995,1572.589966,1545.76001,1552.180054,1552.180054,13370000
1/31/86,1551.26001,1582.910034,1548.170044,1570.98999,1570.98999,17840000
2/3/86,1570.530029,1600.109985,1564.329956,1594.27002,1594.27002,16320000
2/4/86,1596.670044,1611.469971,1575.459961,1593.22998,1593.22998,21880000
2/5/86,1590.140015,1601.829956,1576.26001,1593.119995,1593.119995,16260000
2/6/86,1595.76001,1616.51001,1587.5,1600.689941,1600.689941,18580000
2/7/86,1590.140015,1622.819946,1576.829956,1613.420044,1613.420044,18470000
2/10/86,1614.449951,1633.140015,1605.160034,1626.380005,1626.380005,15150000
2/11/86,1624.890015,1637.5,1613.300049,1622.819946,1622.819946,15710000
2/12/86,1625.339966,1640.47998,1611.699951,1629.930054,1629.930054,18270000
2/13/86,1632.569946,1649.310059,1616.859985,1645.069946,1645.069946,16320000
2/14/86,1645.410034,1668.689941,1636.119995,1664.449951,1664.449951,19100000
2/18/86,1661.579956,1685.550049,1649.430054,1678.780029,1678.780029,16930000
2/19/86,1673.050049,1689.219971,1651.030029,1658.26001,1658.26001,15180000
2/20/86,1652.75,1675.459961,1641.969971,1672.819946,1672.819946,13910000
2/21/86,1681.540039,1702.75,1668.689941,1697.709961,1697.709961,21280000
2/24/86,1689.790039,1709.75,1678.670044,1698.280029,1698.280029,16080000
2/25/86,1695.98999,1709.52002,1674.079956,1692.660034,1692.660034,16000000
2/26/86,1694.040039,1714.790039,1679.589966,1696.900024,1696.900024,19340000
2/27/86,1701.829956,1728.900024,1683.369995,1713.98999,1713.98999,21010000
2/28/86,1722.589966,1732.569946,1687.5,1709.060059,1709.060059,21070000
3/3/86,1706.189941,1714.329956,1684.630005,1696.670044,1696.670044,13800000
3/4/86,1699.109985,1718.630005,1679.719971,1686.420044,1686.420044,17030000
3/5/86,1681.630005,1695.400024,1663.069946,1686.660034,1686.660034,17360000
3/6/86,1698.640015,1711.209961,1681.75,1696.599976,1696.599976,16420000
3/7/86,1694.800049,1713.47998,1682.829956,1699.829956,1699.829956,15780000
3/10/86,1698.040039,1715.160034,1688.699951,1702.949951,1702.949951,11750000
3/11/86,1714.800049,1752.170044,1704.26001,1746.050049,1746.050049,20450000
3/12/86,1750,1773.349976,1733.47998,1745.449951,1745.449951,22630000
3/13/86,1740.060059,1768.800049,1729.530029,1753.709961,1753.709961,17660000
3/14/86,1761.140015,1799.930054,1745.209961,1792.73999,1792.73999,22780000
3/17/86,1777.060059,1790.589966,1758.380005,1776.859985,1776.859985,15120000
3/18/86,1772.27002,1806.75,1763.650024,1789.869995,1789.869995,16120000
3/19/86,1796.699951,1806.98999,1773.469971,1787.949951,1787.949951,13870000
3/20/86,1793.819946,1820.76001,1784.359985,1804.23999,1804.23999,14320000
3/21/86,1807.949951,1821.23999,1764.849976,1768.560059,1768.560059,30170000
3/24/86,1784.359985,1796.219971,1763.290039,1782.930054,1782.930054,19510000
3/25/86,1781.01001,1794.300049,1762.089966,1778.5,1778.5,14970000
3/26/86,1784.119995,1817.410034,1775.97998,1810.699951,1810.699951,19030000
3/27/86,1822.199951,1849.73999,1806.51001,1821.719971,1821.719971,22460000
3/31/86,1824.22998,1841.829956,1803.160034,1818.609985,1818.609985,14670000
4/1/86,1822.079956,1829.02002,1777.540039,1790.109985,1790.109985,19440000
4/2/86,1786.280029,1803.640015,1769.76001,1795.26001,1795.26001,15750000
4/3/86,1796.459961,1809.27002,1753.709961,1766.400024,1766.400024,16890000
4/4/86,1762.930054,1772.869995,1728.449951,1739.219971,1739.219971,17090000
4/7/86,1734.550049,1749.040039,1712.52002,1735.51001,1735.51001,14410000
4/8/86,1750.359985,1779.569946,1737.069946,1769.76001,1769.76001,17210000
4/9/86,1784.359985,1807.709961,1754.189941,1778.619995,1778.619995,16930000
4/10/86,1791.069946,1807.829956,1768.199951,1794.300049,1794.300049,69590000
4/11/86,1800.719971,1812.5,1779.140015,1790.180054,1790.180054,20660000
4/14/86,1791.420044,1811.380005,1781,1805.310059,1805.310059,11010000
4/15/86,1799.849976,1822.050049,1789.680054,1809.650024,1809.650024,14870000
4/16/86,1823.410034,1859.619995,1814.72998,1847.969971,1847.969971,32130000
4/17/86,1849.079956,1870.160034,1831.719971,1855.030029,1855.030029,22630000
4/18/86,1851.810059,1870.160034,1830.97998,1840.400024,1840.400024,21670000
4/21/86,1842.51001,1864.209961,1829.859985,1855.900024,1855.900024,15270000
4/22/86,1858.26001,1866.439941,1815.969971,1830.97998,1830.97998,19290000
4/23/86,1823.410034,1841.27002,1803.939941,1829.609985,1829.609985,15840000
4/24/86,1831.719971,1848.459961,1818.949951,1831.719971,1831.719971,17920000
4/25/86,1836.430054,1848.459961,1813.73999,1835.569946,1835.569946,15330000
4/28/86,1834.199951,1852.660034,1817.709961,1843.75,1843.75,13680000
4/29/86,1848.829956,1856.150024,1813.119995,1825.890015,1825.890015,16400000
4/30/86,1825.400024,1831.22998,1777.900024,1783.97998,1783.97998,17270000
5/1/86,1777.900024,1796.880005,1761.040039,1777.780029,1777.780029,18550000
5/2/86,1782.23999,1795.880005,1763.140015,1774.680054,1774.680054,14840000
5/5/86,1777.530029,1800.349976,1770.959961,1793.77002,1793.77002,11680000
5/6/86,1799.359985,1803.319946,1775.920044,1787.949951,1787.949951,14540000
5/7/86,1782.369995,1790.050049,1755.209961,1775.300049,1775.300049,16960000
5/8/86,1780.75,1797.869995,1768.47998,1786.209961,1786.209961,16110000
5/9/86,1779.640015,1797.119995,1767.72998,1789.430054,1789.430054,13850000
5/12/86,1786.459961,1804.319946,1774.800049,1787.329956,1787.329956,12030000
5/13/86,1790.550049,1804.069946,1772.319946,1785.339966,1785.339966,14660000
5/14/86,1790.430054,1815.22998,1775.550049,1808.280029,1808.280029,15790000
5/15/86,1803.939941,1808.780029,1766.98999,1774.680054,1774.680054,14560000
5/16/86,1770.959961,1775.670044,1749.880005,1759.800049,1759.800049,13480000
5/19/86,1763.140015,1769.839966,1746.530029,1758.180054,1758.180054,8460000
5/20/86,1758.560059,1788.439941,1752.47998,1783.97998,1783.97998,10860000
5/21/86,1783.47998,1798.609985,1766.619995,1775.170044,1775.170044,11770000
5/22/86,1782.609985,1813.73999,1774.180054,1806.300049,1806.300049,17100000
5/23/86,1812.25,1842.140015,1804.689941,1823.290039,1823.290039,12660000
5/27/86,1833.160034,1856.560059,1823.47998,1853.030029,1853.030029,12540000
5/28/86,1862.01001,1891.790039,1851.920044,1878.280029,1878.280029,18020000
5/29/86,1874.869995,1892.969971,1857.420044,1882.349976,1882.349976,14940000
5/30/86,1872.51001,1898.219971,1857.949951,1876.709961,1876.709961,16210000
6/2/86,1874.189941,1886.170044,1845.530029,1861.949951,1861.949951,12370000
6/3/86,1860.73999,1875.540039,1845.670044,1870.430054,1870.430054,12520000
6/4/86,1876.349976,1882,1846.339966,1863.290039,1863.290039,12240000
6/5/86,1865.180054,1880.790039,1851.180054,1879.439941,1879.439941,11090000
6/6/86,1879.97998,1894.380005,1866.119995,1885.900024,1885.900024,11160000
6/9/86,1878.77002,1880.25,1833.829956,1840.150024,1840.150024,12020000
6/10/86,1836.380005,1852.800049,1816.069946,1837.189941,1837.189941,13590000
6/11/86,1842.030029,1854.680054,1825.75,1846.069946,1846.069946,11320000
6/12/86,1846.069946,1851.859985,1826.290039,1838.130005,1838.130005,8810000
6/13/86,1848.219971,1883.209961,1843.920044,1874.189941,1874.189941,14390000
6/16/86,1880.52002,1890.609985,1863.290039,1871.77002,1871.77002,12530000
6/17/86,1877.619995,1886.97998,1853.939941,1865.780029,1865.780029,12330000
6/18/86,1867.839966,1881.329956,1843.75,1868.939941,1868.939941,12620000
6/19/86,1864.400024,1883.119995,1851.459961,1855.859985,1855.859985,12560000
